game_play,gameId,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,offenseFormation,personnel.offense,defendersInTheBox,numberOfPassRushers,personnel.defense,HomeScoreBeforePlay,VisitorScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreAfterPlay,isPenalty,isSTPlay,SpecialTeamsPlayType,KickReturnYardage,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription,game_id,play_id,posteam,defteam,home_team,away_team,ep,wp,epa,wpa,yardline_100,yards_gained,air_yards,yards_after_catch,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,frame.id,x,y,snap_frame,snap_x,snap_y,end_frame,end_x,end_y,target_x
2017091009_2264,2017091009,2264,3,12:03:00,1,10,LA,LA,28,I_FORM,"1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB",27,3,27,3,FALSE,FALSE,NA,NA,4,C,4,8,(12:03) J.Goff pass short left to T.Higbee to LA 36 for 8 yards (J.Simon).,2017091009,2264,LA,IND,LA,IND,1.1540405054845428,0.9905493851890492,0.8403651856253314,0.0029747602688299235,72,8,4,4,00-0033106,J.Goff,00-0033110,T.Higbee,55,80.32,17.48,15,81.96,28.13,85,73.78,12.21,0
2017091009_2309,2017091009,2309,3,10:43:00,1,10,LA,LA,39,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",27,3,27,3,FALSE,FALSE,NA,NA,25,C,2,27,(10:43) J.Goff pass deep left to R.Woods to IND 34 for 27 yards (M.Farley).,2017091009,2309,LA,IND,LA,IND,2.1547047418437533,0.9940341862478608,1.7378688284566572,0.0034901321190694556,61,27,25,2,00-0033106,J.Goff,00-0030431,R.Woods,71,50.72,12.3,15,71.79,30.03,93,44.13,-1.36,0
2017091009_2669,2017091009,2669,3,04:39:00,3,10,LA,LA,40,SHOTGUN,"1 RB, 1 TE, 3 WR",6,2,"1 DL, 5 LB, 5 DB",37,3,37,3,TRUE,FALSE,NA,NA,-5,C,12,7,"(4:39) (Shotgun) J.Goff pass short right to T.Austin pushed ob at LA 47 for 7 yards (R.Melvin). Penalty on LA-C.Kupp, Face Mask (15 Yards), declined.",2017091009,2669,LA,IND,LA,IND,0.6579406406234058,0.9999400366966772,-0.6517706889266643,-3.292017705391892e-5,60,7,-5,12,00-0033106,J.Goff,00-0030525,T.Austin,35,72.58,39.17,15,74.06,24.32,75,58,58.72,0
2017091009_2876,2017091009,2876,3,01:16:00,3,9,LA,LA,33,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"1 DL, 5 LB, 5 DB",37,3,37,3,FALSE,FALSE,NA,NA,4,C,6,10,(1:16) (Shotgun) J.Goff pass short left to S.Watkins to LA 43 for 10 yards (M.Hooker).,2017091009,2876,LA,IND,LA,IND,0.12118374438656954,0.9999240717034656,2.4336098567994844,6.248195182012584e-5,67,10,4,6,00-0033106,J.Goff,00-0031325,S.Watkins,52,79.41,21.46,15,77.82,29.94,94,67.07,8.67,0
2017091009_2900,2017091009,2900,3,00:45:00,1,10,LA,LA,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6,3,"1 DL, 5 LB, 5 DB",37,3,37,3,FALSE,FALSE,NA,NA,2,C,1,3,(:45) (Shotgun) J.Goff pass short left to T.Gurley ran ob at LA 46 for 3 yards (J.George).,2017091009,2900,LA,IND,LA,IND,2.554793601186054,0.9999865536552858,-0.2344389973424592,-1.9404520745780474e-6,57,3,2,1,00-0033106,J.Goff,00-0032241,T.Gurley,57,69.82,16.15,15,67.8,23.52,84,64.15,-6.95,0
2017091009_3057,2017091009,3057,4,13:02:00,2,5,IND,IND,45,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB",37,3,37,3,FALSE,FALSE,NA,NA,48,C,2,50,(13:02) J.Brissett pass deep left to D.Moncrief to LA 5 for 50 yards (B.Countess).,2017091009,3057,IND,LA,LA,IND,2.3727140596494256,5.099056589163719e-4,3.316112716524828,0.0021112542063304656,55,50,48,2,00-0033119,J.Brissett,00-0031339,D.Moncrief,81,19.49,4.33,15,65.97,29.72,100,13.98,2.75,0
2017091009_3220,2017091009,3220,4,10:26:00,2,24,LA,LA,28,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB",37,9,37,9,FALSE,FALSE,NA,NA,4,C,15,19,(10:26) (Shotgun) J.Goff pass short middle to T.Gurley to LA 47 for 19 yards (M.Hooker; M.Farley) [B.Mingo]. IND-A.Woods was injured during the play. His return is Doubtful.,2017091009,3220,LA,IND,LA,IND,0.21722016892054175,0.9981233994200961,1.4354578383448704,0.0010875924499176293,72,19,4,15,00-0033106,J.Goff,00-0032241,T.Gurley,53,40.47,28.36,15,37.95,29.7,109,54.46,21.63,120
2017091009_3395,2017091009,3395,4,07:45:00,3,3,LA,NA,NA,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",39,9,39,9,FALSE,FALSE,NA,NA,25,C,3,28,(7:45) (Shotgun) J.Goff pass deep right to C.Kupp to IND 22 for 28 yards (Q.Wilson).,2017091009,3395,LA,IND,LA,IND,2.033503297132533,0.9998654551290982,2.1084592479524873,1.0681607762963452e-4,50,28,25,3,00-0033106,J.Goff,00-0033908,C.Kupp,65,82.93,6.64,15,59.96,29.88,88,89.81,1.21,120
2017091009_3440,2017091009,3440,4,06:33:00,2,8,LA,IND,20,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"3 DL, 4 LB, 4 DB",39,9,39,9,FALSE,FALSE,NA,NA,8,C,1,9,(6:33) (Shotgun) J.Goff pass short middle to T.Higbee to IND 11 for 9 yards (A.Morrison) [J.Hankins].,2017091009,3440,LA,IND,LA,IND,3.825615994024239,0.9999686469171204,0.5948606734781414,1.4269047444059879e-5,20,9,8,1,00-0033106,J.Goff,00-0033110,T.Higbee,51,98.81,24.19,10,89.93,24,85,98.08,25.85,120
2017091009_3620,2017091009,3620,4,03:38:00,3,4,IND,IND,31,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",46,9,46,9,FALSE,FALSE,NA,NA,-1,C,2,1,(3:38) (Shotgun) J.Brissett pass short right to M.Hazel to IND 32 for 1 yard (N.Robey).,2017091009,3620,IND,LA,LA,IND,0.3946330139437585,3.7790025149469436e-6,-0.9018670348702796,-1.8692432687284505e-6,69,1,-1,2,00-0033119,J.Brissett,00-0031315,M.Hazel,52,80.48,32.54,15,79.35,24.77,72,77.96,42.33,0
2017091009_3687,2017091009,3687,4,02:11:00,2,9,LA,LA,16,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,5,"3 DL, 4 LB, 4 DB",46,9,46,9,FALSE,FALSE,NA,NA,2,C,10,12,(2:11) S.Mannion pass short left to D.Carrier to LA 28 for 12 yards (M.Farley).,2017091009,3687,LA,IND,LA,IND,-0.12389810481640995,0.9999990532729058,0.12389810481640995,6.477206571098293e-8,84,12,2,10,00-0032245,S.Mannion,00-0029119,D.Carrier,53,26.86,37.15,15,25.84,23.93,86,39.18,51.34,120
2017091011_72,2017091011,72,1,14:30:00,2,9,CAR,CAR,26,SHOTGUN,"1 RB, 2 TE, 2 WR",6,4,"3 DL, 4 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,3,C,4,7,(14:30) (Shotgun) C.Newton pass short left to C.McCaffrey to CAR 33 for 7 yards (R.Foster). Caught at Car 29.  4-yds YAC,2017091011,72,CAR,SF,SF,CAR,0.20602432033648999,0.48403471060604936,0.6789334630305943,0.02259331179138474,74,7,3,4,00-0027939,C.Newton,00-0033280,C.McCaffrey,42,37.71,36.84,15,35.86,29.77,79,43.27,32.14,120
2017091011_223,2017091011,223,1,12:02:00,1,10,SF,SF,18,I_FORM,"2 RB, 1 TE, 2 WR",7,5,"4 DL, 3 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,-1,C,13,12,(12:02) B.Hoyer pass short middle to K.Juszczyk to SF 30 for 12 yards (K.Coleman) [S.Thompson]. Caught at SF 17.  13-yds YAC,2017091011,223,SF,CAR,SF,CAR,0.17916573117390389,0.49070565783778397,1.1730804687279335,0.035803216271039995,82,12,-1,13,00-0026625,B.Hoyer,00-0029892,K.Juszczyk,39,96.22,25.93,15,91.97,29.38,87,80.26,7.99,0
2017091011_304,2017091011,304,1,10:18:00,2,7,SF,SF,33,EMPTY,"2 RB, 1 TE, 2 WR",5,5,"4 DL, 2 LB, 5 DB",0,0,0,0,FALSE,FALSE,NA,NA,5,C,8,13,(10:18) (Shotgun) B.Hoyer pass short left to G.Kittle to SF 46 for 13 yards (M.Adams). Caught at SF 38.  8-yds YAC,2017091011,304,SF,CAR,SF,CAR,1.0949551884933035,0.5206737469014152,1.6187170181248225,0.0507647122138023,67,13,5,8,00-0026625,B.Hoyer,00-0033288,G.Kittle,34,73.56,21.14,15,78.04,23.57,59,63.06,24.12,0
2017091011_398,2017091011,398,1,08:38:00,2,13,SF,SF,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 4 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,5,C,6,11,(8:38) (Shotgun) B.Hoyer pass short middle to P.Garcon to CAR 46 for 11 yards (L.Kuechly). Caught at SF 48.  6-yds YAC,2017091011,398,SF,CAR,SF,CAR,1.7222067952778057,0.5265974941693915,0.9606977492711484,0.03146462937645589,57,11,5,6,00-0026625,B.Hoyer,00-0026345,P.Garcon,42,62.71,33.12,15,70.44,29.78,67,56.36,24.65,0
2017091011_588,2017091011,588,1,05:28:00,1,10,SF,SF,36,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,11,C,1,12,(5:28) B.Hoyer pass short right to P.Garcon to SF 48 for 12 yards (D.Worley). Caught at SF 47.  1-yds YAC,2017091011,588,SF,CAR,SF,CAR,1.9707650519551618,0.5519585838295527,0.931488910979928,0.028800734869537048,64,12,11,1,00-0026625,B.Hoyer,00-0026345,P.Garcon,58,64.24,46.64,15,74.36,26.31,80,61,45.13,0
2017091011_666,2017091011,666,1,04:35:00,1,10,CAR,SF,42,I_FORM,"1 RB, 2 TE, 2 WR",8,4,"3 DL, 4 LB, 4 DB",0,0,0,0,FALSE,FALSE,NA,NA,-3,C,0,-3,(4:35) C.Newton pass short left to C.McCaffrey to SF 45 for -3 yards (R.Foster). Caught at SF 45.  0-yds YAC,2017091011,666,CAR,SF,SF,CAR,3.5264748311609977,0.6001165713944198,-0.8268625567267232,-0.030397480368157148,42,-3,-3,0,00-0027939,C.Newton,00-0033280,C.McCaffrey,50,64.72,34.57,15,68,29.52,110,60.87,39.23,120
2017091011_718,2017091011,718,1,03:10:00,3,8,CAR,SF,40,SHOTGUN,"1 RB, 1 TE, 3 WR",5,5,"3 DL, 2 LB, 6 DB",0,0,0,6,FALSE,FALSE,NA,NA,19,C,21,40,"(3:10) (Shotgun) C.Newton pass deep left to R.Shepard for 40 yards, TOUCHDOWN. Caught at SF 21.  21-yds YAC",2017091011,718,CAR,SF,SF,CAR,2.3953596810502513,0.5569356229199459,4.604640318949748,0.15536233876970884,40,40,19,21,00-0027939,C.Newton,00-0030147,R.Shepard,61,82.49,44.07,15,69.45,29.53,114,116.37,51.55,120
2017091011_915,2017091011,915,1,00:45:00,1,10,CAR,CAR,22,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,3,C,1,4,(:45) (Shotgun) C.Newton pass short right to D.Funchess to CAR 26 for 4 yards (N.Bowman). Caught at CAR 25.  1-yd YAC,2017091011,915,CAR,SF,SF,CAR,0.7479261219320543,0.7312467537880291,-0.09722274694511257,-0.004628249624316183,78,4,3,1,00-0027939,C.Newton,00-0032055,D.Funchess,41,35.8,23.49,15,29.56,29.74,60,35.96,21.74,120
2017091011_1349,2017091011,1349,2,09:12:00,2,8,SF,SF,40,I_FORM,"2 RB, 1 TE, 2 WR",7,6,"4 DL, 3 LB, 4 DB",0,7,0,7,FALSE,FALSE,NA,NA,4,C,0,4,(9:12) B.Hoyer pass short right to C.Hyde to SF 44 for 4 yards (K.Coleman). Caught at SF 44.  0-yds YAC,2017091011,1349,SF,CAR,SF,CAR,1.672992412208191,0.3112760142317724,-0.17027828220042052,-0.0031597217875158345,60,4,4,0,00-0026625,B.Hoyer,00-0031045,C.Hyde,48,54.03,20.55,15,48.85,23.68,65,53.61,21.34,120
2017091011_1373,2017091011,1373,2,08:36:00,3,4,SF,SF,44,SHOTGUN,"2 RB, 1 TE, 2 WR",7,4,"3 DL, 3 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,6,C,0,6,(8:36) (Shotgun) B.Hoyer pass short right to M.Goodwin to 50 for 6 yards (L.Kuechly). Caught at 50.  0-yds YAC,2017091011,1373,SF,CAR,SF,CAR,1.5027141300077704,0.3081162924442566,1.2912970426316983,0.04655315781947522,56,6,6,0,00-0026625,B.Hoyer,00-0030068,M.Goodwin,41,59.04,16.48,15,53.95,23.57,59,62.9,14.14,120
2017091011_1426,2017091011,1426,2,07:24:00,2,5,SF,CAR,45,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,5,"3 DL, 4 LB, 4 DB",0,7,0,7,FALSE,FALSE,NA,NA,1,C,0,1,(7:24) B.Hoyer pass short left to M.Goodwin pushed ob at CAR 44 for 1 yard (D.Worley). Caught at CAR 44.  0-yds YAC,2017091011,1426,SF,CAR,SF,CAR,2.802099370075865,0.3569794210615142,-0.5563607651970273,-0.018537630060491528,45,1,1,0,00-0026625,B.Hoyer,00-0030068,M.Goodwin,45,64.85,46.27,15,64.72,26.93,63,65.99,58.79,120
2017091011_1454,2017091011,1454,2,07:08:00,3,4,SF,CAR,44,SINGLEBACK,"1 RB, 2 TE, 2 WR",6,4,"3 DL, 3 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,-1,C,1,0,(7:08) B.Hoyer pass short right to G.Kittle to CAR 44 for no gain (K.Coleman). Caught at CAR 45.  1-yds YAC,2017091011,1454,SF,CAR,SF,CAR,2.245738604878838,0.3384417910010227,-1.5154213108745906,-0.038518231944770887,44,0,-1,1,00-0026625,B.Hoyer,00-0033288,G.Kittle,29,65.51,17.51,3,64.43,29.92,55,67.89,4.32,0
2017091011_1603,2017091011,1603,2,05:09:00,3,12,CAR,SF,40,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB",0,7,0,7,FALSE,FALSE,NA,NA,10,C,5,15,(5:09) (Shotgun) C.Newton pass short right to C.McCaffrey to SF 25 for 15 yards (J.Tartt). Caught at SF 30.  5-yds YAC,2017091011,1603,CAR,SF,SF,CAR,1.8715965894116722,0.7634317262331968,1.906774653208409,0.049640629919902146,40,15,10,5,00-0027939,C.Newton,00-0033280,C.McCaffrey,82,39.59,42.1,15,50.51,23.49,112,34.57,49.76,0
2017091011_1754,2017091011,1754,2,03:18:00,2,10,SF,SF,25,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,6,"4 DL, 2 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,6,C,15,21,(3:18) B.Hoyer pass short right to P.Garcon to SF 46 for 21 yards (M.Adams). Caught at SF 31.  15-yds YAC,2017091011,1754,SF,CAR,SF,CAR,0.2794004099180698,0.20366237748457786,1.6067146349180295,0.04271777000632937,75,21,6,15,00-0026625,B.Hoyer,00-0026345,P.Garcon,45,41.4,4.19,15,33.99,23.92,101,57.09,2.81,120
2017091011_1820,2017091011,1820,2,02:00:00,2,9,SF,SF,47,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,3,C,3,6,(2:00) (Shotgun) B.Hoyer pass short left to G.Kittle to CAR 47 for 6 yards (T.Davis). Caught at 50.  3-yds YAC,2017091011,1820,SF,CAR,SF,CAR,1.45602775885946,0.23282264925098045,0.18521073788618936,-0.013277787594713347,53,6,3,3,00-0026625,B.Hoyer,00-0033288,G.Kittle,44,59.8,46.8,15,56.99,29.35,78,64.56,54.13,120
2017091011_1844,2017091011,1844,2,01:20:00,3,3,SF,CAR,47,SHOTGUN,"2 RB, 1 TE, 2 WR",6,4,"3 DL, 3 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,-1,C,3,2,(1:20) (Shotgun) B.Hoyer pass short right to C.Hyde to CAR 45 for 2 yards (J.Bradberry). Caught at CAR 48.  3-yds YAC,2017091011,1844,SF,CAR,SF,CAR,1.6412384967456493,0.2195448616562671,-0.7271524928979907,-0.016910570989686624,47,2,-1,3,00-0026625,B.Hoyer,00-0031045,C.Hyde,48,62.09,8.08,15,61.23,29.44,72,66.12,0.85,120
2017091011_1981,2017091011,1981,2,00:32:00,3,15,CAR,CAR,40,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB",0,10,0,10,FALSE,FALSE,NA,NA,-5,C,21,16,(:32) (Shotgun) C.Newton pass short right to C.McCaffrey pushed ob at SF 44 for 16 yards (A.Armstead). Caught at CAR 35.  21-yds YAC,2017091011,1981,CAR,SF,SF,CAR,0.7086806451924432,0.8393001790967407,1.2694934828249447,0.02406126159430455,60,16,-5,21,00-0027939,C.Newton,00-0033280,C.McCaffrey,38,74.55,37.04,15,72.14,26.27,82,47.78,59.14,0
2017091011_2005,2017091011,2005,2,00:26:00,1,10,CAR,SF,44,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"2 DL, 3 LB, 6 DB",0,10,0,10,FALSE,FALSE,NA,NA,1,C,0,1,(:26) (Shotgun) C.Newton pass short right to G.Olsen pushed ob at SF 43 for 1 yard (E.Reid). Caught at SF 43.  0-yds YAC,2017091011,2005,CAR,SF,SF,CAR,1.978174128017388,0.8633614406910453,-0.21227957689642363,-0.003636168338162493,44,1,1,0,00-0027939,C.Newton,00-0025418,G.Olsen,54,53.38,50.44,15,56.9,28.88,74,51.55,60.33,0
2017091011_2033,2017091011,2033,2,00:21:00,2,9,CAR,SF,43,SHOTGUN,"1 RB, 1 TE, 3 WR",5,5,"2 DL, 3 LB, 6 DB",0,10,0,10,FALSE,FALSE,NA,NA,21,C,4,25,(:21) (Shotgun) C.Newton pass deep left to K.Benjamin to SF 18 for 25 yards (E.Reid; R.Robinson). Caught at SF 22.  4-yds YAC,2017091011,2033,CAR,SF,SF,CAR,1.7658945511209643,0.8597252723528828,1.3003123961743728,0.02132691816380239,43,25,21,4,00-0027939,C.Newton,00-0031359,K.Benjamin,55,32.45,19.25,15,56.13,29.26,78,27.62,26.26,0
2017091011_2136,2017091011,2136,3,15:00:00,1,10,SF,SF,25,I_FORM,"2 RB, 1 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB",0,13,0,13,FALSE,FALSE,NA,NA,13,C,1,14,(15:00) B.Hoyer pass short right to M.Goodwin pushed ob at SF 39 for 14 yards (J.Bradberry). Caught at SF 38.  1-yd YAC,2017091011,2136,SF,CAR,SF,CAR,0.8149984757122131,0.13607083826250904,1.2829962569631055,0.021916758407507037,75,14,13,1,00-0026625,B.Hoyer,00-0030068,M.Goodwin,49,71.82,50.84,15,85.96,30.17,67,70.29,55.2,0
2017091011_2307,2017091011,2307,3,11:32:00,1,9,CAR,SF,9,I_FORM,"2 RB, 2 TE, 1 WR",8,4,"3 DL, 4 LB, 4 DB",0,13,0,19,FALSE,FALSE,NA,NA,-2,C,11,9,"(11:32) C.Newton pass short right to J.Stewart for 9 yards, TOUCHDOWN. Caught at SF 11.  11-yds YAC",2017091011,2307,CAR,SF,SF,CAR,5.19903377853859,0.9426063695007982,1.80096622146141,0.01847109108527001,9,9,-2,11,00-0027939,C.Newton,00-0026153,J.Stewart,40,99.03,19.02,15,99.72,23.94,80,113,6.83,120
2017091011_2383,2017091011,2383,3,10:52:00,2,9,SF,SF,26,I_FORM,"2 RB, 1 TE, 2 WR",6,5,"3 DL, 3 LB, 5 DB",0,20,0,20,FALSE,FALSE,NA,NA,1,C,2,3,(10:52) B.Hoyer pass short left to C.Hyde pushed ob at SF 29 for 3 yards (T.Davis). Caught at SF 27.  2-yds YAC,2017091011,2383,SF,CAR,SF,CAR,0.27192451152961983,0.04163514647475427,-0.4415401584197278,-0.004360765072615395,74,3,1,2,00-0026625,B.Hoyer,00-0031045,C.Hyde,53,87.02,15,15,84.21,29.63,82,79.52,-9.16,0
2017091011_2479,2017091011,2479,3,09:21:00,2,8,CAR,CAR,34,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB",0,20,0,20,FALSE,FALSE,NA,NA,12,C,4,16,(9:21) (Shotgun) C.Newton pass short right to D.Funchess to 50 for 16 yards (J.Tartt). Caught at CAR 46.  4-yds YAC,2017091011,2479,CAR,SF,SF,CAR,1.1368713622812086,0.9726540676996388,1.8681866507970148,0.012941932687155377,66,16,12,4,00-0027939,C.Newton,00-0032055,D.Funchess,46,56.58,17.84,15,42.5,26.58,66,60.02,14.59,120
2017091011_2503,2017091011,2503,3,08:44:00,1,10,CAR,NA,NA,I_FORM,"1 RB, 2 TE, 2 WR",7,4,"3 DL, 4 LB, 4 DB",0,20,0,20,FALSE,FALSE,NA,NA,2,C,6,8,(8:44) C.Newton pass short left to J.Stewart to SF 42 for 8 yards (D.Jones). Caught at SF 48.  6-yds YAC,2017091011,2503,CAR,SF,SF,CAR,3.0050580130782234,0.9855960003867942,0.5889310696605801,0.0035836507731126233,50,8,2,6,00-0027939,C.Newton,00-0026153,J.Stewart,58,62.85,30.14,15,58.79,24.45,103,68.43,26.98,120
2017091011_2573,2017091011,2573,3,07:16:00,1,10,CAR,SF,39,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",0,20,0,20,FALSE,FALSE,NA,NA,12,C,1,13,(7:16) (Shotgun) C.Newton pass short right to R.Shepard ran ob at SF 26 for 13 yards. Caught at SF 27.  1-yd YAC,2017091011,2573,CAR,SF,SF,CAR,3.6700930528787916,0.9896338776246731,0.5670558351721118,0.0022658724171342737,39,13,12,1,00-0027939,C.Newton,00-0030147,R.Shepard,52,83.19,1.16,15,71.11,24.24,71,86.53,-9.88,120
2017091011_2622,2017091011,2622,3,06:05:00,2,7,CAR,SF,23,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",0,20,0,20,FALSE,FALSE,NA,NA,17,C,0,17,(6:05) (Shotgun) C.Newton pass deep middle to G.Olsen to SF 6 for 17 yards (J.Tartt). Caught at SF 6.  0-yds YAC,2017091011,2622,CAR,SF,SF,CAR,4.01126416695143,0.9911833936911362,1.5535350083887183,0.0045346942777849675,23,17,17,0,00-0027939,C.Newton,00-0025418,G.Olsen,53,104.53,24.05,15,84.64,24.23,72,104.11,20.61,120
2017091011_2747,2017091011,2747,3,03:11:00,1,10,SF,SF,25,I_FORM,"2 RB, 1 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB",0,23,0,23,FALSE,FALSE,NA,NA,5,C,0,5,(3:11) B.Hoyer pass short left to K.Juszczyk to SF 30 for 5 yards (K.Coleman). SF-K.Juszczyk was injured during the play. His return is Probable.  Caught at SF 30.  0-yds YAC,2017091011,2747,SF,CAR,SF,CAR,1.0046633823643432,0.018682415055167982,0.0909512061786828,1.0380177807849458e-4,75,5,5,0,00-0026625,B.Hoyer,00-0029892,K.Juszczyk,58,80.14,1.41,15,86.04,27.77,75,82.8,-3.94,0
2017091011_2832,2017091011,2832,3,02:04:00,2,10,SF,SF,41,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB",0,23,0,23,FALSE,FALSE,NA,NA,4,C,3,7,(2:04) (Shotgun) B.Hoyer pass short left to A.Robinson to SF 48 for 7 yards (M.Addison). Caught at SF 45.  3-yds YAC,2017091011,2832,SF,CAR,SF,CAR,1.7482762483878216,0.022274247717606402,0.3345435346552037,0.0015187082815514077,59,7,4,3,00-0026625,B.Hoyer,00-0028116,A.Robinson,43,64.56,11.82,15,70.6,28.29,90,63.05,5.56,0
2017091011_2882,2017091011,2882,3,01:19:00,4,3,SF,SF,48,SHOTGUN,"1 RB, 1 TE, 3 WR",7,6,"3 DL, 3 LB, 5 DB",0,23,0,23,TRUE,FALSE,NA,NA,6,C,16,22,"(1:19) (Shotgun) B.Hoyer pass short left to P.Garcon to CAR 30 for 22 yards (L.Kuechly). Penalty on CAR-D.Worley, Defensive Holding, declined. Caught at CAR 46.  16-yds YAC",2017091011,2882,SF,CAR,SF,CAR,0.14774773030888522,0.013206086944021209,3.9481782290972545,0.02473537014206808,52,22,6,16,00-0026625,B.Hoyer,00-0026345,P.Garcon,44,56.54,5.21,15,64.97,23.71,89,38.29,12.25,0
2017091011_2917,2017091011,2917,3,00:58:00,1,10,SF,CAR,30,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",0,23,0,23,FALSE,FALSE,NA,NA,6,C,2,8,(:58) B.Hoyer pass short right to T.Taylor to CAR 22 for 8 yards (J.Bradberry). Caught at CAR 24.  2-yds YAC,2017091011,2917,SF,CAR,SF,CAR,4.09592595940614,0.037941457086089286,0.31194401258473636,0.002023669870747785,30,8,6,2,00-0026625,B.Hoyer,00-0033292,T.Taylor,43,36.31,43.92,15,41.58,23.52,64,30.12,56.16,0
2017091011_3102,2017091011,3102,4,15:00:00,1,20,CAR,CAR,15,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",3,23,3,23,FALSE,FALSE,NA,NA,-4,C,7,3,(15:00) (Shotgun) C.Newton pass short left to C.McCaffrey to CAR 18 for 3 yards (J.Tartt). Caught at CAR 11.  7-yds YAC,2017091011,3102,CAR,SF,SF,CAR,-0.2659945037643503,0.9679330626532118,-0.3308647512385072,-0.0018501572786984166,85,3,-4,7,00-0027939,C.Newton,00-0033280,C.McCaffrey,50,99.37,12.32,15,95.42,26.58,88,92.02,2.79,0
2017091011_3216,2017091011,3216,4,13:30:00,2,10,SF,CAR,31,I_FORM,"2 RB, 1 TE, 2 WR",6,4,"3 DL, 4 LB, 4 DB",3,23,3,23,FALSE,FALSE,NA,NA,-4,C,10,6,(13:30) B.Hoyer pass short left to C.Hyde to CAR 25 for 6 yards (D.Worley). Caught at CAR 35.  10-yds YAC,2017091011,3216,SF,CAR,SF,CAR,3.5751329565913905,0.05475245336712924,-0.1589740852807915,-0.0029227358662157754,31,6,-4,10,00-0026625,B.Hoyer,00-0031045,C.Hyde,44,76.36,41.62,15,78.48,29.77,74,85.22,55.27,120
2017091011_3244,2017091011,3244,4,12:50:00,3,4,SF,CAR,25,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",3,23,3,23,FALSE,FALSE,NA,NA,4,C,0,4,(12:50) (Shotgun) B.Hoyer pass short left to P.Garcon to CAR 21 for 4 yards (D.Worley). Caught at CAR 21.  0-yds YAC,2017091011,3244,SF,CAR,SF,CAR,3.416158871310599,0.05182971750091347,0.9640166748078789,0.007570987405617624,25,4,4,0,00-0026625,B.Hoyer,00-0026345,P.Garcon,43,89.46,46.71,15,82.78,29.62,59,84.78,45.11,120
